PID,YearBuilt,YearRemodel,VeneerExterior,BsmtFinTp,BsmtFinSqft,BsmtUnfinSqft,HeatingQC,FstFlrSqft,SecFlrSqft,AbvGrndLiving,FullBathBsmt,HalfBathHouse,FullBathHouse,BdrmAbvGrnd,RmAbvGrnd,Fireplaces,GarageTp,GarageCars,GarageArea,WdDckSqft,OpenPrchSqft,SalePrice
0909428280,1959,2002,0,1,1406,496,1,1902,0,1902,1,0,2,3,7,2,3,2,567,0,207,335000
0909452114,1994,2007,44,1,343,80,3,896,756,1652,1,1,2,3,6,0,2,2,473,0,0,203135
0909455030,1989,1989,0,1,747,235,2,1034,0,1034,1,0,1,1,4,1,3,2,598,141,36,185000
0909455040,1989,1989,0,1,76,1115,2,1191,0,1191,0,0,2,2,5,1,3,2,531,112,81,162500
0909475140,1959,1997,0,1,1247,254,1,1801,0,1801,1,0,2,1,6,2,3,2,484,0,54,289000
0910202060,1922,2007,0,1,735,61,2,796,358,1154,1,0,1,3,7,0,1,1,240,0,96,125500
0910203250,1941,1950,0,1,480,0,1,540,0,540,0,0,1,1,4,0,1,1,200,0,0,82000
0910205120,1921,1975,0,1,308,321,0,727,380,1107,0,0,1,2,5,0,1,1,625,0,56,110000
0911128180,1920,1950,0,0,0,698,1,698,430,1128,0,0,1,2,6,0,1,2,528,30,0,68400
0911370510,2004,2005,186,1,1373,221,3,1646,0,1646,1,0,2,2,5,1,3,2,525,128,53,246000
0914467040,1998,1999,0,1,615,434,3,1036,880,1916,1,1,2,3,8,1,3,3,741,0,70,254900
0914475090,1977,1977,0,1,679,564,1,1285,0,1285,0,0,2,3,6,1,3,2,473,375,26,190000
0914476520,2003,2003,0,0,0,1560,3,1560,0,1560,0,0,2,3,7,0,3,2,573,100,150,201000
0914478045,1976,1976,335,1,539,473,1,1034,0,1034,1,0,1,3,6,0,3,3,888,0,0,169900
0916125360,1948,1950,0,1,353,60,1,1687,0,1687,1,0,1,3,7,2,1,2,572,0,0,160000
0916386010,2008,2008,60,1,78,1258,3,1346,0,1346,1,0,2,3,6,1,3,3,660,100,48,220000
0916386020,2009,2010,0,0,0,1214,3,1214,0,1214,0,0,2,2,6,0,3,2,520,0,25,179781
0916386060,2006,2007,0,0,0,384,2,744,700,1444,0,1,2,3,7,0,2,2,400,100,0,174000
0916386090,2009,2010,84,0,0,774,3,774,1194,1968,0,1,2,4,8,1,2,3,680,0,75,269500
0916455170,2002,2003,44,1,624,193,3,824,1070,1894,1,1,2,4,8,1,2,2,510,0,40,214900
0916475110,2002,2002,0,0,0,967,3,993,915,1908,0,1,2,4,9,0,3,2,431,135,0,202900
0923201020,1965,1977,0,1,42,1026,1,1264,0,1264,1,0,1,2,7,1,3,2,528,0,0,169000
0923202105,2004,2005,0,0,0,1430,3,1430,0,1430,0,0,2,3,7,0,3,2,624,0,0,173500
0923205015,1999,1999,0,0,0,1344,3,1344,0,1344,0,0,2,3,7,1,3,2,686,328,0,166500
0923225300,1973,1973,0,1,334,212,1,546,546,1092,0,1,1,3,6,0,3,1,286,120,96,83500
0923225390,1973,1973,0,1,915,30,3,945,0,945,1,0,1,2,5,1,3,1,253,174,0,119500
0923225440,1976,1976,0,1,129,175,1,536,576,1112,0,1,1,3,4,0,3,1,336,182,0,85000
0923226250,1970,1970,0,1,176,370,3,546,546,1092,0,1,1,3,5,0,0,0,0,200,26,76000
0923226320,1972,1972,0,1,150,0,3,630,0,630,1,0,1,1,3,0,0,0,0,96,24,75500
0923228270,1970,1970,0,0,0,546,3,546,546,1092,0,1,1,3,5,0,0,0,0,0,0,88250
0923228370,1972,1972,0,1,294,252,1,546,546,1092,0,1,1,3,5,0,3,1,286,0,0,85500
0923230190,1971,2004,0,1,469,395,3,874,0,874,0,0,1,3,5,0,1,1,352,0,0,130000
0923251080,1962,1962,189,1,593,595,1,1188,0,1188,0,0,1,3,6,0,3,1,312,261,39,157900
0923276030,1984,1984,0,1,207,36,1,833,0,833,1,0,1,2,5,0,3,2,495,431,0,149900
0923426070,1991,1991,0,1,458,166,2,624,650,1274,0,1,1,3,6,0,1,2,576,22,0,136000
0924100050,1969,1969,0,1,476,388,1,864,615,1479,0,0,2,5,8,0,3,1,275,287,0,161000
0924151040,1994,1995,0,1,1341,54,3,1803,0,1803,1,1,2,3,6,2,3,2,482,129,64,285000
0924152030,1993,1994,0,1,944,208,3,1152,645,1797,1,1,2,3,7,1,3,2,616,162,312,231000
0526302110,1956,1956,0,1,564,318,1,882,0,882,0,0,1,2,5,0,3,1,502,0,0,124500
0526351100,1974,1974,440,1,844,590,1,1434,0,1434,1,0,2,4,7,1,3,2,528,80,21,157000
0526355080,1972,1995,0,1,1410,542,2,2000,704,2704,1,1,2,4,9,3,3,2,538,269,111,345000
0527105070,1997,1997,0,1,847,98,3,945,663,1608,0,1,2,3,7,1,3,2,470,252,30,189500
0527105130,2003,2003,188,1,850,158,3,1008,1275,2283,0,1,2,4,9,1,2,3,632,120,46,270000
0527107130,1996,1997,32,1,284,100,2,958,670,1628,0,1,2,3,7,1,2,2,390,48,72,189000
0527110020,1995,1996,22,0,0,384,2,804,670,1474,0,1,2,3,7,1,2,2,400,120,72,168500
0527127100,2004,2005,0,1,1965,243,3,2522,0,2522,1,0,2,1,8,1,3,2,564,182,57,375000
0527131030,2000,2000,0,1,1158,343,3,1659,0,1659,1,0,2,2,5,1,3,2,499,212,59,278000
0527132090,1998,1998,0,1,341,1077,3,1478,0,1478,1,0,2,2,5,0,3,2,495,168,43,240000
0527146010,1995,1996,0,1,741,846,3,1734,0,1734,1,0,2,2,6,0,3,2,528,52,50,239500
0527161040,1998,1998,0,1,189,195,2,751,631,1382,0,1,2,3,7,1,2,2,396,256,0,177500
0527162110,1998,1998,40,0,0,832,2,885,833,1718,0,1,2,3,7,1,3,2,427,0,94,185000
0527162120,1998,1999,0,1,476,476,2,952,684,1636,1,1,2,3,7,1,3,2,440,0,84,191000
0527163040,1993,1994,0,0,0,799,2,799,772,1571,0,1,2,3,7,1,3,2,380,0,40,178000
0527163130,1994,1995,0,1,600,107,2,707,809,1516,1,1,2,3,7,1,3,2,409,0,46,181316
0527164020,1993,1993,45,0,0,1181,3,1190,0,1190,0,0,2,3,6,1,3,2,430,0,21,166000
0527164060,1992,1993,0,0,0,808,2,808,785,1593,0,1,2,3,7,1,2,2,389,342,40,178000
0527164090,1994,1995,0,0,0,702,2,702,779,1481,0,1,2,3,6,1,3,2,343,0,36,174000
0527165130,1992,1992,106,1,560,598,2,1167,0,1167,1,0,2,3,6,0,3,2,400,120,26,173000
0527166010,1999,1999,344,1,694,284,3,1005,978,1983,0,1,2,3,9,1,3,2,490,0,0,225000
0527180100,1990,1990,0,0,0,1424,3,1442,0,1442,0,0,2,3,5,0,3,2,500,0,34,180500
0527182110,1984,1984,0,1,1036,184,2,1360,0,1360,1,0,1,1,4,1,3,2,565,63,0,187500
0527254020,2008,2008,464,0,0,2046,3,2046,0,2046,0,1,2,3,7,1,3,3,834,322,82,372500
0527258020,2005,2005,16,1,1274,256,3,1530,0,1530,1,0,2,3,7,1,3,2,430,168,36,260000
0527276160,1977,1977,157,1,400,722,3,946,988,1934,1,1,2,3,6,1,3,2,567,0,176,185000
0527301320,1980,1980,278,1,692,153,1,1153,1200,2353,1,1,2,4,10,1,3,2,484,288,195,260000
0527302175,1979,1998,0,0,0,1362,1,1586,0,1586,0,0,2,3,7,1,3,2,435,192,0,181000
0527326040,1977,1977,209,1,822,564,1,1411,0,1411,0,0,2,3,6,1,3,2,544,192,0,82500
0527326150,1977,2000,126,1,1246,356,2,1602,0,1602,0,0,2,3,8,1,3,2,529,240,0,215000
0527352150,1978,1978,256,0,0,832,1,1154,896,2050,0,1,2,4,8,1,3,2,529,192,192,154000
0527353020,1978,1986,101,1,363,1064,1,1671,0,1671,0,0,2,3,7,1,3,2,484,252,55,200000
0527353060,1980,1991,229,1,602,441,1,1539,1134,2673,0,1,2,4,9,1,2,2,441,178,84,249000
0527354100,1980,1980,225,1,1036,336,1,1472,0,1472,1,0,2,3,6,2,3,2,588,233,48,187500
0527354200,1978,1998,144,1,832,308,2,1707,0,1707,0,0,2,3,7,1,3,2,479,0,0,184000
0527355150,1981,1981,0,1,1104,1420,1,2524,0,2524,1,1,2,4,9,1,3,2,542,474,120,278000
0527359180,1976,1976,44,1,381,399,3,1088,780,1868,1,1,2,4,9,1,3,2,484,448,96,197500
0527364030,2003,2003,0,1,622,304,3,1016,868,1884,1,1,2,3,7,1,3,2,581,0,35,240900
0527365030,2009,2009,110,1,544,288,3,832,1103,1935,1,1,2,3,8,0,2,2,552,0,150,263435
0527366030,2000,2001,0,0,0,1058,3,1058,816,1874,0,1,2,3,7,1,3,2,588,0,134,220000
0527368010,2002,2002,0,1,225,471,3,972,839,1811,0,1,2,3,7,1,3,2,565,225,48,235000
0527375100,1975,1975,161,1,1333,120,1,1621,0,1621,1,0,2,3,7,2,3,2,478,0,0,213000
0527451650,1972,1972,268,1,231,399,1,630,672,1302,0,1,2,3,6,0,1,1,264,185,0,119500
0527452060,1976,1976,0,1,958,0,1,958,0,958,0,0,2,2,5,0,3,2,440,0,60,143750
0527453050,1976,1976,0,1,306,498,1,804,744,1548,0,1,2,3,7,1,1,2,440,108,0,146000
0527453060,1976,1976,0,1,566,289,1,855,601,1456,0,1,2,3,7,1,3,2,440,87,0,148500
0527453140,1975,1975,0,1,435,0,1,1055,0,1055,0,0,2,2,4,1,3,2,440,0,27,123000
0527454050,1974,1974,0,1,257,103,1,855,467,1322,0,1,2,3,6,1,3,2,440,260,0,147000
0527454130,1977,1977,0,1,389,466,1,855,601,1456,0,1,2,3,6,1,3,2,440,0,28,137900
0527455050,1978,1978,0,1,320,484,1,804,744,1548,0,1,2,3,7,1,1,2,440,108,0,147000
0527455060,1978,1978,0,1,311,544,1,855,586,1441,0,1,2,3,7,1,3,2,440,28,0,148500
0527455080,1978,1978,0,1,279,576,1,855,601,1456,0,1,2,3,6,1,3,2,440,147,0,138000
0527455090,1976,1976,0,1,536,300,1,836,0,836,0,0,1,2,5,0,3,1,345,150,20,128500
0527455240,1967,1967,60,1,432,460,1,892,0,892,0,0,1,3,5,0,3,1,288,0,0,100000
0527455280,1966,2004,165,1,644,220,3,1120,0,1120,0,0,1,3,5,1,3,2,656,0,162,148800
0528106070,2006,2007,300,1,1572,80,3,1652,0,1652,1,0,2,2,6,2,3,2,840,404,102,325000
0528108010,2007,2007,640,0,0,1566,3,1600,0,1600,0,0,2,3,7,1,3,3,890,0,56,256300
0528108040,2009,2009,0,1,986,379,3,1365,1325,2690,1,1,2,3,8,1,3,3,864,0,197,398800
0528116010,2004,2005,238,1,1531,251,3,1782,0,1782,1,0,2,3,7,2,3,3,932,99,82,296000
0528118060,2007,2007,20,1,1230,278,3,1508,1012,2520,1,1,2,5,10,1,2,3,640,192,273,409900
0528120020,2006,2006,250,0,0,1709,3,1717,0,1717,0,0,2,3,7,1,3,3,908,169,39,255500
0528120160,2004,2005,262,1,1088,625,3,1713,0,1713,1,0,2,3,7,1,3,3,856,0,26,274900
0528120170,2006,2006,122,1,1037,467,3,1531,0,1531,1,0,2,2,6,1,3,3,700,184,52,300000
0528142040,2004,2005,216,1,1170,292,3,1462,762,2224,1,1,2,4,10,1,3,3,738,184,0,350000
0528142090,2004,2005,42,1,1039,797,3,1836,0,1836,1,0,2,3,7,1,3,3,862,125,185,280000
0528142130,2003,2004,296,1,1124,1603,3,1629,0,1629,1,0,2,3,7,1,3,3,880,0,0,284000
0528142150,2003,2004,418,1,1262,498,3,1760,0,1760,1,0,2,3,8,1,3,2,583,165,190,269500
0528144020,2009,2009,268,0,0,1502,3,1502,0,1502,0,0,2,3,7,0,3,2,644,0,114,233170
0528172060,2006,2006,383,0,0,1598,2,1606,0,1606,0,0,2,3,6,1,3,3,871,230,60,255900
0528174050,2005,2005,240,1,836,522,3,1358,0,1358,0,0,2,2,6,1,3,2,484,192,36,213000
0528174060,2005,2005,135,1,900,406,3,1306,0,1306,1,0,2,1,5,1,3,2,624,170,63,196000
0528174070,2005,2005,135,1,881,425,3,1306,0,1306,1,0,2,1,5,1,3,2,624,170,63,184500
0528175050,2007,2008,176,1,876,474,3,1358,0,1358,1,0,2,2,6,1,3,2,484,192,26,212500
0528175060,2007,2008,166,1,904,410,3,1314,0,1314,1,0,2,2,6,1,3,2,626,172,62,230000
0528178010,2003,2004,470,1,1557,643,3,2200,0,2200,1,1,2,3,8,1,3,3,685,208,55,382500
0528186010,2002,2003,270,1,1196,516,3,1712,0,1712,1,0,2,3,8,1,3,3,701,218,183,286500
0528186180,2006,2006,176,1,863,461,3,1324,0,1324,1,0,2,2,6,1,3,2,550,192,38,254000
0528188020,2003,2003,163,0,0,1405,3,1405,0,1405,0,0,2,2,6,1,3,2,478,148,36,173000
0528188060,2003,2004,106,1,567,197,3,764,862,1626,0,0,2,2,6,0,2,2,474,0,27,173000
0528218090,2005,2005,0,0,0,728,3,728,728,1456,0,1,2,3,8,1,3,2,390,100,0,184000
0528228295,2007,2007,130,1,988,398,3,1569,0,1569,0,0,2,1,7,1,3,3,660,143,20,175900
0528228435,2005,2006,16,1,16,1357,3,1555,0,1555,0,0,2,2,7,1,3,2,430,143,20,192500
0528228450,2005,2006,16,1,16,1330,3,1504,0,1504,0,0,2,1,7,1,3,2,457,156,0,181000
0528228455,2005,2006,16,1,16,1204,3,1220,0,1220,0,0,2,2,5,1,3,2,397,100,16,180000
0528228460,2005,2006,11,1,16,1129,3,1145,0,1145,0,0,2,2,5,1,3,2,397,100,16,160200
0528235200,2004,2005,0,0,0,384,3,744,630,1374,0,1,2,3,6,1,2,2,400,100,0,170000
0528240030,2004,2005,200,0,0,868,3,868,762,1630,0,1,2,3,7,1,2,2,436,120,48,189500
0528240060,2002,2002,0,1,353,55,3,779,640,1419,1,1,2,3,7,1,2,2,527,120,0,184100
0528250040,2003,2003,0,1,494,204,3,698,644,1342,1,1,2,3,7,1,3,2,393,100,56,178000
0528253010,2007,2008,166,1,904,410,3,1314,0,1314,1,0,2,2,6,1,3,2,626,172,62,207500
0528275070,2000,2000,0,1,300,652,3,980,1276,2256,0,1,2,4,8,1,2,2,554,224,54,236000
0528280230,2000,2000,40,1,695,297,3,1022,1032,2054,1,1,2,3,7,1,2,2,390,24,48,244000
0528290030,2004,2004,0,1,241,30,3,744,630,1374,0,1,2,3,7,0,2,2,400,0,0,167000
0528290120,2000,2000,16,0,0,982,3,1007,793,1800,0,1,2,3,7,1,3,2,463,100,63,179000
0528290180,2000,2000,0,1,683,111,3,819,695,1514,1,1,2,3,7,1,3,2,394,0,72,190000
0528290190,1999,2000,0,0,0,384,3,774,656,1430,0,1,2,3,7,1,2,2,400,0,0,156000
0528292030,1999,1999,210,1,913,264,3,1223,1089,2312,1,1,2,4,8,1,2,3,658,298,0,245000
0528292040,1999,1999,0,0,0,841,3,892,783,1675,0,1,2,3,7,1,2,2,502,0,103,181000
0528292070,1999,1999,298,1,772,220,3,1022,1038,2060,1,1,2,3,8,1,2,2,390,0,0,214000
0528294050,1999,1999,0,0,0,384,3,774,656,1430,0,1,2,3,7,1,2,2,410,0,0,168000
0528315090,1999,1999,673,1,1163,89,3,1268,1097,2365,1,1,2,3,8,1,3,3,856,0,128,337000
0528321010,1995,1996,506,1,689,773,3,1490,1304,2794,1,1,2,4,9,1,3,3,810,0,146,403000
0528327070,2000,2000,150,1,1173,282,3,1466,1221,2687,1,1,2,4,10,2,2,3,810,252,30,327000
0528344040,1998,1998,731,1,781,503,3,1310,1140,2450,1,1,2,3,7,1,3,3,1069,0,126,340000
0528344100,1998,1999,975,1,854,371,3,1276,1336,2612,1,1,2,4,8,1,3,3,676,250,0,336000
0528354050,1996,1997,921,0,0,1264,3,1277,1067,2344,0,1,2,3,7,1,3,3,889,220,0,265000
0528363050,1994,1995,634,1,236,262,3,2063,0,2063,1,0,2,3,7,2,3,3,815,182,56,315000
0528365070,1993,1993,256,1,987,360,3,1372,1274,2646,1,1,2,4,9,1,3,3,656,340,60,260000
0528385050,1995,1996,286,1,816,254,3,1094,967,2061,1,1,2,3,7,1,3,2,647,296,102,260000
0528387030,1993,1994,372,1,624,549,3,1215,1017,2232,1,1,2,3,8,1,3,2,623,173,165,263550
0528390100,1994,2005,528,1,1361,88,3,1686,762,2448,1,1,2,4,8,1,3,3,711,517,76,402000
0528390210,1994,1994,0,1,595,378,3,979,871,1850,0,1,2,3,7,1,2,2,467,168,98,248000
0528427020,2008,2009,72,0,0,1468,3,1468,0,1468,0,0,2,3,6,1,3,3,898,210,150,244600
0528431020,2008,2008,240,0,0,1696,3,1696,0,1696,0,0,2,3,7,0,3,3,972,120,56,275000
0528431070,2008,2008,294,0,0,1614,3,1658,0,1658,0,1,2,3,7,1,3,3,726,144,44,257500
0528435030,2008,2009,194,0,0,1573,3,1578,0,1578,0,0,2,3,7,1,3,3,840,0,36,287090
0528435050,2007,2007,260,1,1294,408,3,1702,0,1702,1,0,2,3,7,1,3,3,844,0,69,275500
0528439060,2006,2006,206,1,379,1043,3,1432,0,1432,0,0,2,3,7,1,3,2,492,297,50,245000
0528441020,2005,2005,0,1,341,772,3,1113,858,1971,0,1,2,3,8,1,3,2,689,0,48,253000
0528456180,2009,2009,0,1,822,78,3,932,920,1852,1,1,2,3,7,1,3,2,644,168,108,252678
0528458140,2007,2008,120,0,0,1530,3,1530,0,1530,0,0,2,3,7,1,3,3,984,212,136,250000
0528458180,2006,2007,238,1,24,1348,3,1448,0,1448,0,0,2,2,6,1,3,2,692,0,140,238500
0528477070,2006,2006,121,1,682,218,3,909,886,1795,1,1,2,3,8,1,3,3,782,168,45,270000
0528480040,2005,2006,0,0,0,1082,3,1082,871,1953,0,1,2,3,9,1,3,3,1043,160,50,252000
0528480130,2006,2007,100,1,812,280,3,1112,438,1550,1,0,2,2,7,0,3,2,438,0,168,241000
0528480170,2008,2009,288,0,0,1836,3,1836,0,1836,0,0,2,3,8,1,3,2,517,0,175,264500
0528482040,2006,2007,0,1,1430,222,3,1662,0,1662,1,0,2,3,8,1,3,3,711,168,120,291000
0528482130,2003,2004,0,0,0,912,3,912,1182,2094,0,1,2,4,8,1,2,2,615,182,182,263000
0531363010,2007,2007,0,0,0,1218,3,1218,0,1218,0,1,1,3,6,0,1,2,576,0,178,159000
0531363030,2006,2006,0,1,54,1087,3,1141,0,1141,1,1,1,3,6,0,1,2,484,182,0,152000
0531363050,2004,2004,0,0,0,1158,3,1158,0,1158,0,1,1,3,5,0,0,0,0,0,50,143500
0531369010,2004,2004,0,0,0,835,3,871,941,1812,0,1,2,3,8,0,2,2,478,146,91,193000
0531369020,2004,2004,264,1,516,222,3,1512,0,1512,0,0,2,3,6,0,3,3,845,210,36,203000
0531375040,2004,2005,0,0,0,1114,3,1114,0,1114,0,1,1,3,6,0,1,2,576,248,102,159000
0531375090,2004,2004,0,0,0,1114,3,1114,0,1114,0,1,1,3,6,0,0,0,0,0,39,142000
0531375130,2003,2004,0,1,836,278,3,1114,0,1114,1,0,2,3,6,0,1,2,576,0,42,153000
0531376090,2008,2009,140,0,0,1450,3,1450,0,1450,0,0,2,2,6,0,3,3,788,0,93,224243
0531379050,1996,1997,132,1,637,276,3,913,1209,2122,1,1,2,4,8,1,3,2,559,0,74,220000
0531382070,2005,2006,366,1,976,868,3,1844,0,1844,1,0,2,2,7,1,3,2,620,165,44,257000
0531385020,2001,2001,0,1,20,1434,3,1434,0,1434,0,0,2,3,6,1,3,2,527,290,39,189000
0531450120,1992,1992,0,1,52,400,3,833,897,1730,0,1,2,3,6,0,3,2,528,0,91,171500
0531452010,1980,1980,0,0,0,626,1,626,591,1217,0,1,1,3,6,1,3,1,288,0,28,120000
0531452070,1990,1991,0,0,0,1332,2,1332,0,1332,0,0,2,2,5,0,3,2,542,0,60,145000
0531452260,1994,1994,0,1,36,122,3,754,786,1540,1,1,2,3,6,0,3,2,495,140,32,184000
0531453100,1986,1986,141,1,331,345,1,698,702,1400,0,1,2,3,6,0,3,2,465,0,48,162000
0531479020,1928,1950,0,0,0,784,1,784,0,784,0,0,1,2,5,0,1,2,360,0,0,76000
0532353020,1962,1962,0,1,68,28,2,980,0,980,1,0,1,3,5,0,1,2,400,0,28,110000
0532353130,1977,1977,153,1,560,420,1,980,0,980,0,0,1,3,6,0,1,2,484,192,0,135000
0532354160,1961,1961,0,1,660,204,3,864,0,864,1,0,1,3,5,0,1,2,732,0,312,141000
0532354230,1961,1961,0,1,864,0,1,864,0,864,0,0,1,2,5,0,3,1,440,158,0,122000
0532376070,1965,1965,0,1,544,480,2,1020,0,1020,0,0,2,3,5,0,3,1,288,171,0,124100
0532376110,1963,1995,0,1,624,288,3,912,0,912,1,0,1,3,6,0,3,1,300,0,0,129000
0532377130,1961,1983,0,1,594,270,3,1144,0,1144,1,0,1,3,6,1,3,1,264,165,0,131400
0532378120,1965,1965,0,1,553,0,2,864,0,864,0,0,1,3,5,1,1,1,360,0,0,62383
0532378180,1962,1962,60,1,140,182,2,912,0,912,0,0,1,3,6,0,3,1,252,0,0,123000
0532478020,1980,1980,115,1,1733,189,2,2014,0,2014,1,0,2,2,6,2,3,3,864,462,0,275000
0533135020,1991,2008,196,1,601,158,3,975,780,1755,0,1,2,3,7,1,3,2,524,502,60,235000
0533206020,2004,2005,0,0,0,1376,3,1376,1629,3005,0,1,2,3,9,1,2,3,704,0,177,280750
0533210010,2009,2009,76,0,0,612,3,612,612,1224,0,1,2,2,4,0,1,2,528,0,234,164500
0533210020,2009,2009,76,1,294,318,3,612,612,1224,0,1,2,2,4,0,1,2,528,0,234,173733
0533213010,2008,2008,280,0,0,1726,3,1726,0,1726,0,1,2,2,6,1,3,2,561,0,254,222000
0533213020,2008,2008,252,1,962,183,3,1256,0,1256,1,1,1,1,5,1,3,2,641,0,169,195000
0533213040,1999,1999,894,1,381,348,2,742,729,1471,0,1,2,3,6,0,1,2,440,0,24,172500
0533221040,2000,2000,513,1,507,249,3,756,756,1512,1,1,2,2,4,0,1,2,440,0,32,180000
0533223030,1999,1999,218,1,549,142,3,713,739,1452,1,1,2,3,6,0,1,2,506,0,34,156000
0533236050,1999,2000,456,1,649,321,3,983,756,1739,1,1,2,3,7,0,3,2,480,115,0,172500
0533253070,1981,1981,0,1,960,266,1,1226,0,1226,1,0,1,1,4,2,3,2,484,133,78,211500
0533254050,1981,1981,0,1,121,1619,1,1740,0,1740,0,1,1,2,7,0,3,2,540,228,20,241600
0533254110,1976,1976,200,0,0,392,3,1487,1012,2499,0,1,2,4,5,1,3,2,527,0,64,180500
0533352150,1976,1993,0,1,1116,165,3,1620,0,1620,1,0,2,3,8,1,3,2,490,120,78,150000
0534125080,1968,1968,0,1,298,429,3,829,727,1556,0,1,1,4,8,0,3,2,441,0,0,154000
0534128100,1972,1972,0,1,593,130,1,735,660,1395,0,1,1,3,6,1,3,2,497,294,116,162000
0534128190,1967,1997,256,0,0,932,2,1271,1369,2640,0,1,2,5,8,1,3,2,515,0,120,256900
0534129080,1967,1976,359,1,528,1152,0,1724,0,1724,1,1,1,3,7,1,3,2,480,0,0,197900
0534129370,1969,1969,128,1,553,588,1,1336,0,1336,0,0,2,3,6,1,3,2,502,312,11,163000
0534129380,1969,1969,200,1,955,261,1,1216,0,1216,1,0,1,3,5,0,3,1,336,0,0,113000
0534152120,1977,1977,360,1,686,664,1,1334,0,1334,0,0,2,2,6,1,3,2,630,0,16,167900
0534175080,1998,1999,0,1,144,379,3,1680,0,1680,1,0,2,3,7,1,3,2,583,78,73,213250
0534177230,2001,2001,0,1,643,167,3,810,855,1665,1,1,2,3,6,0,3,2,528,0,45,227000
0534200030,1967,1967,0,1,648,216,1,864,0,864,0,0,1,2,5,0,3,1,312,0,0,130000
0534202170,1967,1967,0,0,0,1568,1,1568,0,1568,0,1,1,3,7,0,3,2,440,160,40,143000
0534226120,1965,1965,0,1,338,121,3,925,0,925,0,0,1,2,5,0,1,1,429,0,0,117500
0534250400,1974,1974,252,1,698,467,2,1165,896,2061,0,1,2,4,8,1,3,2,498,0,77,168500
0534251030,1971,1971,509,1,962,270,0,1320,0,1320,0,0,2,3,5,1,3,2,495,0,20,172500
0534252240,1967,1967,0,1,251,491,1,1342,0,1342,0,0,2,3,7,1,3,2,457,0,0,161500
0534275060,1960,1960,0,1,734,160,2,894,0,894,1,0,1,2,5,1,1,2,396,0,0,141500
0534275100,1959,1959,0,1,403,461,3,864,0,864,0,0,1,3,5,0,1,1,308,0,0,118000
0534276040,1959,1959,0,1,612,252,3,864,0,864,0,0,1,2,5,0,1,1,300,0,0,127500
0534277090,1957,1957,160,1,775,265,1,1362,0,1362,1,0,1,3,6,1,3,3,768,0,0,140000
0534278070,1956,1956,70,1,625,222,0,1728,0,1728,1,0,2,3,7,1,1,2,576,0,99,177625
0534400050,1964,1964,180,1,196,975,1,1516,0,1516,0,1,1,3,6,0,3,2,472,0,0,167000
0534400290,1961,1995,217,1,310,491,1,1313,0,1313,1,1,1,3,6,1,3,2,610,172,28,153000
0534402060,1964,1964,144,1,998,294,1,1292,0,1292,1,1,1,3,6,2,1,2,520,0,32,145100
0534402140,1966,1966,200,1,740,184,3,1154,0,1154,0,1,1,3,6,1,3,2,480,0,58,154000
0534402170,1965,1965,0,1,388,356,1,825,1315,2140,0,1,2,4,7,1,3,2,549,0,40,177500
0534403370,1964,1964,115,1,564,563,1,1445,0,1445,0,1,1,3,7,1,3,2,645,180,0,158000
0534426110,1959,1959,132,1,991,50,3,1041,0,1041,1,0,1,3,6,0,3,1,270,224,88,124500
0534429150,1961,1961,90,1,568,640,3,1576,0,1576,1,0,1,4,7,1,2,2,368,85,0,174500
0534431130,1955,1955,0,1,100,613,2,960,0,960,1,0,1,2,5,0,3,1,330,0,70,122000
0534451110,1950,1950,161,1,185,524,1,979,224,1203,1,0,1,3,5,1,1,1,352,0,0,110000
0534475185,1953,1953,90,1,1024,481,3,1505,0,1505,1,0,1,2,6,1,3,2,505,0,0,149500
0534475250,1967,1967,0,1,1173,507,1,1691,0,1691,1,0,1,2,5,0,3,2,550,0,67,175000
0534476150,1953,1953,238,1,1285,131,1,1644,0,1644,1,0,1,3,7,2,3,2,418,110,0,167000
0534476320,1956,1956,0,1,504,546,2,1050,0,1050,0,0,1,2,5,0,3,1,338,0,0,128900
0534477110,1950,2005,0,1,120,736,3,1112,556,1668,0,1,1,3,6,0,3,1,271,0,0,140000
0534478230,1950,2007,0,1,607,506,2,1113,0,1113,0,0,1,3,5,1,3,1,264,0,80,147000
0535104120,1961,1961,3,1,1312,141,3,1453,0,1453,1,0,2,3,6,1,3,2,530,0,49,187500
0535105100,1963,1963,247,1,609,785,2,1394,0,1394,1,1,1,3,6,2,3,2,514,0,76,159000
0535125070,1966,2008,210,1,1387,175,2,1567,0,1567,1,0,2,2,5,2,3,2,542,0,110,256000
0535125090,1965,1990,176,1,454,314,1,1186,800,1986,0,1,2,3,7,3,3,2,486,0,42,205000
0535126010,1968,1968,576,1,448,448,1,1182,960,2142,0,1,2,4,8,1,3,1,509,0,72,193500
0535126100,1968,1968,216,0,0,1392,2,1392,0,1392,1,0,1,2,5,2,3,2,576,0,0,110000
0535150070,1920,2007,0,0,0,715,2,1281,457,1738,0,0,2,4,7,1,3,1,368,55,0,104900
0535151040,1956,1956,164,1,856,313,1,1144,0,1144,1,0,1,3,6,0,3,1,286,257,0,150000
0535152230,1957,1957,0,1,189,628,2,1478,0,1478,1,1,1,3,6,2,3,2,442,114,0,156500
0535154060,1960,1960,128,1,544,785,2,1329,0,1329,0,1,1,3,5,2,3,2,441,0,0,176000
0535154130,1959,1998,0,1,708,280,1,988,0,988,1,0,2,3,6,0,3,1,297,156,0,149500
